Chain,Previous_Interactions,Sales_Price,Purchase_Price,Sales_Expense,Gender,Offer_ID,Market,Customer_ID,Brand,Channel,Preferred_Channel,Offer_Incentive_Sent_Via,Conversion,Profit,Competitor_Price
20,4,20700.0,15869.72436967884,4835.206704410335,Male,Offer3,East,2713,Brand1,Phone,Phone,Generic_App_Notification,0,-4.931074089174217,20543.485713078928
68,0,48200.0,35402.380392782354,1184.6017816284746,Female,Offer3,East,2714,Brand4,Online,In_Person,Personalized_Email,0,11613.017825589171,45934.565064457325
20,4,21400.0,16565.03493984173,4726.0467059811745,Male,Offer3,East,2715,Brand1,Online,In_Person,Personalized_Email,0,108.91835417709444,21392.83020968364
67,0,49000.0,36048.50230716608,1099.0832691391288,Female,Offer1,East,2716,Brand3,Online,Phone,Generic_App_Notification,0,11852.414423694794,48744.024243741755
20,4,21000.0,16142.56488462624,4854.049109631678,Male,Offer2,West,2717,Brand1,Online,Online,Generic_App_Notification,0,3.3860057420806697,23063.740516341542
68,0,48700.0,35745.56191333742,1177.5899812258133,Female,Offer2,East,2718,Brand3,In_Person,In_Person,Generic_App_Notification,0,11776.848105436766,51114.27036831712
67,0,48100.0,35304.493188189466,1174.6045183664369,Female,Offer3,East,2719,Brand3,Online,Online,Personalized_Email,1,11620.902293444096,44557.86694761503
21,4,20300.0,15411.675824095,4910.354651507585,Male,Offer1,West,2720,Brand1,In_Person,Phone,Personalized_Email,0,-22.030475602585284,22667.994636350275
67,4,48700.0,40303.01155253579,4907.396089447277,Female,Offer1,West,2721,Brand1,In_Person,Phone,Personalized_Email,1,3489.592358016933,46752.04070515495
21,4,21500.0,16565.480135282327,4844.786234433078,Male,Offer1,West,2722,Brand2,Online,Online,Personalized_Email,0,89.73363028459516,21190.015032782983
21,4,21200.0,16248.73376259226,4884.711322831012,Male,Offer2,North,2723,Brand4,In_Person,Phone,Generic_App_Notification,0,66.55491457672906,20398.948343191652
68,0,48500.0,35572.18864650007,1136.1405001063051,Female,Offer3,South,2724,Brand3,Online,Phone,Generic_App_Notification,0,11791.670853393623,56967.56353830283
68,0,48200.0,35315.928083320825,1160.1395372721329,Female,Offer2,West,2725,Brand2,Online,In_Person,Generic_App_Notification,0,11723.932379407042,46979.266828997126
68,0,48000.0,35117.74418788329,1184.0027415477894,Female,Offer2,East,2726,Brand1,Phone,Online,Personalized_Email,0,11698.25307056892,53245.01924398071
67,0,48300.0,35477.894398599376,1146.3593823213128,Female,Offer3,West,2727,Brand4,Online,In_Person,Personalized_Email,0,11675.746219079312,45042.30901900114
67,0,48300.0,35510.162502586805,1168.6348708763926,Female,Offer3,South,2728,Brand2,Phone,Online,Personalized_Email,0,11621.202626536802,41545.845160976554
68,0,48700.0,35687.10057829523,1179.8254497048194,Female,Offer1,South,2729,Brand3,In_Person,In_Person,Generic_App_Notification,0,11833.073971999953,45630.02499356047
20,4,21000.0,16149.469333684096,4788.940040230769,Male,Offer2,West,2730,Brand2,Phone,Phone,Generic_App_Notification,0,61.59062608513341,20985.59179296599
68,0,47600.0,34763.98750658563,1238.1396604288343,Female,Offer1,West,2731,Brand3,In_Person,Online,Generic_App_Notification,0,11597.872832985531,51427.57591148524
67,0,48900.0,35960.35950635111,1165.131361675447,Female,Offer3,South,2732,Brand1,Online,Online,Generic_App_Notification,0,11774.509131973444,49738.75960320354
21,4,21300.0,16430.4436902996,4830.946091650561,Male,Offer2,West,2733,Brand4,In_Person,Online,Personalized_Email,0,38.61021804983648,24014.491612415004
20,4,21500.0,16550.25744706159,4871.8242372284,Male,Offer2,South,2734,Brand4,In_Person,Online,Generic_App_Notification,0,77.91831571000876,21324.60836627365
69,0,47700.0,34897.60562686804,1164.5133215432077,Female,Offer3,East,2735,Brand4,Online,Phone,Personalized_Email,1,11637.881051588753,47435.84625154692
20,4,21100.0,16231.085684090947,4774.911658300551,Male,Offer2,North,2736,Brand1,In_Person,Phone,Generic_App_Notification,0,94.00265760850198,18642.12991598367
20,4,21100.0,16243.48063080313,4819.643321661741,Male,Offer2,East,2737,Brand3,Online,Phone,Generic_App_Notification,0,36.876047535133694,21830.370487687123
19,4,21200.0,16391.92543883772,4788.078023005085,Male,Offer3,North,2738,Brand1,Phone,In_Person,Generic_App_Notification,0,19.996538157195573,20598.284557475617
66,0,49000.0,36051.58048760885,1138.6398245407852,Female,Offer2,South,2739,Brand4,Online,Phone,Generic_App_Notification,0,11809.77968785037,47087.66217881341
21,4,21900.0,16995.28434864194,4847.170165122029,Male,Offer3,North,2740,Brand1,Online,In_Person,Personalized_Email,0,57.54548623603023,24274.87367905943
20,4,21600.0,16666.617281457213,4759.608761776962,Male,Offer2,North,2741,Brand1,In_Person,In_Person,Generic_App_Notification,0,173.77395676582546,21411.774803271415
67,0,20900.0,12148.969614332618,4828.647306108383,Male,Offer1,East,2742,Brand1,Phone,Phone,Personalized_Email,1,3922.3830795589984,21822.15926867447
22,4,21700.0,16784.732147957504,4756.205232161798,Male,Offer2,North,2743,Brand3,Online,Phone,Generic_App_Notification,0,159.06261988069764,21022.284760658156
19,4,21900.0,17083.257863520103,4794.010617320784,Male,Offer3,North,2744,Brand2,Phone,Phone,Personalized_Email,0,22.731519159113304,23224.267707641044
67,0,48000.0,35180.51161546349,1251.0458225736593,Female,Offer2,West,2745,Brand2,Phone,In_Person,Personalized_Email,1,11568.442561962853,46270.583717548405
67,0,48400.0,35437.51498557377,1176.606013826922,Female,Offer1,North,2746,Brand1,In_Person,Online,Generic_App_Notification,0,11785.879000599309,47098.887819006886
21,4,21600.0,16682.7218369373,4833.920031662856,Male,Offer2,East,2747,Brand2,Online,Phone,Generic_App_Notification,0,83.35813139984384,22967.113258413487
19,4,21400.0,16599.50337022937,4711.223232259995,Male,Offer3,South,2748,Brand2,In_Person,In_Person,Generic_App_Notification,0,89.27339751063937,20876.779539534677
68,0,48200.0,35322.6414350292,1143.7473186779682,Female,Offer2,North,2749,Brand1,Online,In_Person,Generic_App_Notification,0,11733.611246292836,51580.39523593841
20,4,21400.0,16543.618722726365,4793.676897931944,Male,Offer3,East,2750,Brand1,Phone,Phone,Generic_App_Notification,0,62.70437934169058,23479.535356663066
67,0,48000.0,35195.16634008987,1217.995018327082,Female,Offer3,North,2751,Brand4,Online,In_Person,Generic_App_Notification,0,11586.83864158305,55016.83182613739
21,4,21300.0,16456.223736422315,4851.325829907801,Male,Offer2,North,2752,Brand2,Online,Phone,Personalized_Email,0,-7.54956633011534,21738.283693812347
20,4,21200.0,16321.342075069972,4811.97972748113,Male,Offer2,North,2753,Brand3,Phone,In_Person,Generic_App_Notification,0,66.67819744889675,22044.049906809032
20,4,20100.0,15392.011396573564,4739.995511421425,Male,Offer3,East,2754,Brand1,Phone,Online,Personalized_Email,0,-32.0069079949908,21022.22928285207
20,4,21200.0,16392.45542975111,4807.404485089621,Male,Offer3,South,2755,Brand4,Online,In_Person,Personalized_Email,0,0.1400851592698018,19417.784685052575
20,4,21400.0,16548.23767528789,4793.234581612871,Male,Offer3,West,2756,Brand3,In_Person,Phone,Generic_App_Notification,0,58.52774309923734,18253.92046436003
20,4,21300.0,16485.297270493673,4823.417669032169,Male,Offer3,West,2757,Brand2,Online,Online,Personalized_Email,0,-8.714939525842055,17744.56792071624
67,0,21600.0,12645.611102449757,4829.927028525359,Male,Offer1,South,2758,Brand4,Phone,Phone,Generic_App_Notification,1,4124.461869024884,21978.14443933855
19,4,20900.0,16156.4034477693,4739.253453142939,Male,Offer3,West,2759,Brand1,In_Person,In_Person,Personalized_Email,1,4.343099087762312,20493.58683594579
67,0,48200.0,35258.66171005078,1126.151547865149,Female,Offer1,East,2760,Brand3,Phone,Online,Personalized_Email,0,11815.186742084072,45897.59554948312
20,4,20700.0,15849.317583761347,4754.909181679055,Male,Offer1,West,2761,Brand1,Phone,Online,Personalized_Email,0,95.77323455959596,21509.692955910617
68,0,48800.0,35842.470611218785,1155.5697239094436,Female,Offer1,West,2762,Brand2,In_Person,In_Person,Personalized_Email,0,11801.95966487177,54904.97205857234
21,4,21300.0,16383.334307585776,4873.169303351165,Male,Offer2,East,2763,Brand3,Phone,Online,Generic_App_Notification,0,43.49638906306154,21385.379825119668
68,0,48400.0,35558.246439312534,1178.8884202261386,Female,Offer2,West,2764,Brand2,Phone,Online,Generic_App_Notification,0,11662.865140461328,48473.97222051336
67,0,48500.0,35635.64637404266,1159.6299609145433,Female,Offer2,East,2765,Brand2,Phone,Online,Personalized_Email,0,11704.723665042797,52490.08161664475
20,4,21000.0,16190.808639314992,4747.9838390951845,Male,Offer3,South,2766,Brand4,Phone,Phone,Personalized_Email,0,61.207521589822136,20219.21960299175
66,0,48700.0,35840.62504250575,1244.742140596816,Female,Offer3,South,2767,Brand1,Phone,Phone,Generic_App_Notification,0,11614.632816897432,45417.2235312012
19,4,21500.0,16638.945837964904,4781.843526936869,Male,Offer3,South,2768,Brand3,Phone,Online,Generic_App_Notification,0,79.2106350982267,21983.71513453034
67,0,48800.0,35842.76540690115,1164.834952371399,Female,Offer1,West,2769,Brand2,Phone,In_Person,Generic_App_Notification,0,11792.399640727454,52350.709179369966
21,4,21500.0,16545.109762368786,4861.427033292399,Male,Offer2,East,2770,Brand2,Phone,In_Person,Generic_App_Notification,0,93.46320433881556,23373.352112328263
67,0,48700.0,35790.85472865016,1173.9562115711274,Female,Offer2,West,2771,Brand3,Phone,Phone,Personalized_Email,0,11735.189059778715,50449.42142407868
20,4,21200.0,16296.934451507035,4835.750540396575,Male,Offer2,East,2772,Brand2,Online,In_Person,Generic_App_Notification,0,67.31500809638783,24331.597409972223
21,4,21100.0,16231.36918115398,4777.993816860557,Male,Offer1,South,2773,Brand4,Online,Online,Generic_App_Notification,0,90.63700198546394,23820.55489768922
68,0,48500.0,35464.45511469785,1068.3512499160477,Female,Offer1,South,2774,Brand4,Phone,In_Person,Generic_App_Notification,0,11967.193635386104,54836.07829426147
20,4,21100.0,16213.784809636312,4836.077483163419,Male,Offer2,East,2775,Brand4,Online,Phone,Generic_App_Notification,0,50.13770720026878,23050.679880348893
20,4,20600.0,15665.22664896856,4813.571779243144,Male,Offer1,South,2776,Brand4,In_Person,Phone,Generic_App_Notification,0,121.20157178829504,20867.28155377767
68,0,47900.0,35082.82336314413,1144.663511764791,Female,Offer2,East,2777,Brand2,Online,Online,Personalized_Email,0,11672.513125091076,56700.89148515328
21,4,21400.0,16540.61213472883,4835.332745892578,Male,Offer2,South,2778,Brand3,Phone,Phone,Personalized_Email,0,24.05511937859046,19014.060725871816
68,0,48000.0,35178.0293265438,1197.315612177581,Female,Offer3,North,2779,Brand3,Phone,Phone,Generic_App_Notification,0,11624.655061278618,45032.48384619847
21,4,21200.0,16306.153269882769,4813.520442511288,Male,Offer2,East,2780,Brand3,Online,Phone,Generic_App_Notification,0,80.32628760594298,20264.651558262656
68,0,48000.0,35269.929643482785,1108.573774697393,Female,Offer3,North,2781,Brand3,Phone,In_Person,Personalized_Email,0,11621.496581819822,48672.036985596606
67,4,48400.0,40007.771724126505,4913.256229762053,Female,Offer1,West,2782,Brand1,In_Person,Phone,Personalized_Email,1,3478.972046111441,45394.00360746967
69,0,47800.0,34935.45911863866,1126.6252449168055,Female,Offer3,North,2783,Brand3,In_Person,In_Person,Generic_App_Notification,0,11737.915636444532,50541.02321020487
67,0,21000.0,12214.098024523772,4796.290874230945,Male,Offer1,South,2784,Brand1,Phone,Phone,Personalized_Email,1,3989.611101245282,21867.703309088993
68,0,47500.0,34654.16048159289,1203.4126128610794,Female,Offer1,South,2785,Brand1,In_Person,Phone,Personalized_Email,0,11642.426905546034,49227.22790702454
67,0,48600.0,35654.63620267704,1166.265870921765,Female,Offer2,North,2786,Brand4,In_Person,In_Person,Generic_App_Notification,0,11779.097926401198,53767.55082864497
68,0,48400.0,35458.85037290768,1174.3667849245012,Female,Offer2,North,2787,Brand1,Online,In_Person,Generic_App_Notification,0,11766.782842167822,50131.86169183387
20,4,21400.0,16463.961999642095,4713.984637859556,Male,Offer2,North,2788,Brand2,In_Person,Online,Generic_App_Notification,0,222.0533624983491,22618.562261110663
20,4,21000.0,16184.746569657866,4764.994637531156,Male,Offer2,West,2789,Brand1,Online,Online,Personalized_Email,0,50.25879281098241,21444.04250167821
67,0,49000.0,36055.327433048864,1206.1892574331812,Female,Offer3,South,2790,Brand4,Phone,In_Person,Generic_App_Notification,0,11738.483309517957,52754.61264514367
66,0,48500.0,35596.79923988091,1168.29778429852,Female,Offer2,East,2791,Brand1,Online,Phone,Generic_App_Notification,0,11734.902975820572,48670.97247426531
67,4,48800.0,40409.216444598096,4756.757435563343,Female,Offer1,West,2792,Brand2,Phone,Online,Personalized_Email,1,3634.0261198385606,46059.92685555145
67,0,48200.0,35418.2007972107,1190.5087307032577,Female,Offer3,South,2793,Brand2,Phone,In_Person,Generic_App_Notification,0,11591.29047208604,47669.66495753512
21,4,21500.0,16538.01490779417,4888.799201065748,Male,Offer1,North,2794,Brand2,Phone,In_Person,Generic_App_Notification,0,73.18589114008046,20944.792209367013
21,4,21300.0,16395.39942122688,4844.468120712154,Male,Offer2,North,2795,Brand4,Phone,Phone,Generic_App_Notification,0,60.13245806096529,20270.21737090121
21,4,21600.0,16703.487947857004,4826.613845660417,Male,Offer2,South,2796,Brand4,Phone,In_Person,Generic_App_Notification,0,69.89820648257955,20880.92463845468
21,4,21700.0,16770.17705810422,4735.759846566096,Male,Offer2,North,2797,Brand3,Online,Online,Generic_App_Notification,1,194.0630953296859,20195.287298749587
21,4,21000.0,16128.058196639313,4850.424909252855,Male,Offer1,South,2798,Brand4,Phone,Phone,Personalized_Email,0,21.51689410783365,19995.649063787583
67,0,48100.0,35370.95529794153,1223.9948176722362,Female,Offer3,West,2799,Brand2,In_Person,In_Person,Personalized_Email,0,11505.049884386231,47795.30191203804
66,0,48400.0,35400.44680948817,1218.0072971987863,Female,Offer1,South,2800,Brand2,In_Person,In_Person,Generic_App_Notification,0,11781.545893313049,48399.64237191797
20,4,21200.0,16339.578698910482,4866.876707781522,Male,Offer2,West,2801,Brand4,Phone,Phone,Generic_App_Notification,0,-6.455406692003635,21967.58398886458
21,4,21200.0,16242.45557804939,4746.107446858701,Male,Offer1,East,2802,Brand1,In_Person,Phone,Generic_App_Notification,0,211.4369750919086,20829.95679154793
67,0,21500.0,12659.936250515992,4739.696078626777,Male,Offer1,West,2803,Brand4,Online,Phone,Personalized_Email,1,4100.367670857229,20008.215536253792
68,0,47900.0,35091.7006556529,1139.2450135303388,Female,Offer3,East,2804,Brand4,Online,Online,Personalized_Email,0,11669.05433081676,47631.31434755757
20,4,21500.0,16593.01588484515,4805.904660443621,Male,Offer2,South,2805,Brand2,Phone,Online,Generic_App_Notification,0,101.07945471122912,20986.49748792131
21,4,21900.0,16929.075942306845,4862.626537738042,Male,Offer2,North,2806,Brand3,Phone,In_Person,Generic_App_Notification,0,108.29751995511288,22341.332342131576
21,4,21400.0,16425.81832550021,4945.602603098413,Male,Offer2,West,2807,Brand2,Phone,In_Person,Generic_App_Notification,0,28.579071401375582,22066.691337396096
68,0,47400.0,34685.28529207317,1167.794142245098,Female,Offer3,South,2808,Brand3,In_Person,Phone,Personalized_Email,0,11546.920565681734,44629.71596481918
21,4,21300.0,16398.92566582077,4802.518432839086,Male,Offer2,West,2809,Brand2,In_Person,In_Person,Generic_App_Notification,0,98.55590134014346,22218.773230510767
19,4,21500.0,16612.98797339209,4779.732948770414,Male,Offer3,North,2810,Brand4,Online,In_Person,Generic_App_Notification,0,107.27907783749652,22581.72888187585
22,4,20700.0,15850.388051547608,4870.3985594007645,Male,Offer2,North,2811,Brand2,In_Person,Phone,Generic_App_Notification,0,-20.78661094837298,21250.129894154477
67,0,47800.0,35002.154461440856,1170.9167223511272,Female,Offer2,East,2812,Brand2,Online,Online,Personalized_Email,1,11626.928816208016,40665.790966122586
20,4,21000.0,16092.629138192013,4782.904108623852,Male,Offer1,East,2813,Brand2,In_Person,Online,Generic_App_Notification,0,124.46675318413509,22416.868628735458
21,4,21500.0,16566.8543112866,4886.939858802249,Male,Offer3,East,2814,Brand4,Online,Online,Generic_App_Notification,0,46.20582991115225,21477.92649373811
21,4,21100.0,16208.770252518005,4859.555259149327,Male,Offer2,West,2815,Brand4,Phone,In_Person,Generic_App_Notification,0,31.67448833267008,19044.85412278321
66,0,22000.0,13029.589617480658,4846.329978330516,Male,Offer1,South,2816,Brand4,In_Person,Phone,Generic_App_Notification,1,4124.080404188826,17515.931117457498
67,0,47900.0,35112.337796371554,1239.791402036646,Female,Offer3,East,2817,Brand4,Online,Online,Personalized_Email,0,11547.8708015918,49296.69054019725
21,4,21300.0,16403.784495440064,4761.178704633661,Male,Offer2,North,2818,Brand3,In_Person,In_Person,Personalized_Email,0,135.0367999262744,22569.339109403096
67,0,48400.0,35589.636379130745,1221.9306510026431,Female,Offer3,East,2819,Brand3,Phone,Phone,Generic_App_Notification,0,11588.432969866612,55128.56226902642
67,0,48000.0,35286.00910694821,1152.928602808678,Female,Offer3,West,2820,Brand1,Online,Online,Personalized_Email,0,11561.062290243111,43996.17154880801
21,4,20500.0,15659.635683051336,4732.688003949173,Male,Offer1,East,2821,Brand4,In_Person,Online,Generic_App_Notification,0,107.67631299949062,21116.289233639513
67,4,48000.0,39702.582517395,4884.605546647765,Female,Offer1,West,2822,Brand3,In_Person,Phone,Personalized_Email,1,3412.8119359572356,46117.24429634898
21,4,21700.0,16837.582708925213,4779.483765606967,Male,Offer3,North,2823,Brand2,Phone,In_Person,Personalized_Email,0,82.9335254678208,20012.47900726156
68,0,47900.0,35123.856983637335,1189.687014294081,Female,Offer2,West,2824,Brand4,Phone,In_Person,Personalized_Email,0,11586.456002068584,48605.15458805562
67,0,21600.0,12652.9037201531,4791.214962901186,Male,Offer1,South,2825,Brand1,Online,Online,Generic_App_Notification,1,4155.881316945715,21952.67829402167
19,4,21400.0,16580.48463180068,4734.113062638268,Male,Offer3,South,2826,Brand1,In_Person,Phone,Generic_App_Notification,0,85.40230556104962,23004.958343950977
21,4,21100.0,16199.164418066564,4930.753564296722,Male,Offer2,North,2827,Brand1,In_Person,In_Person,Generic_App_Notification,0,-29.917982363286683,19740.15328511952
68,0,48400.0,35440.47935781605,1181.4177163904214,Female,Offer1,East,2828,Brand2,Phone,Phone,Personalized_Email,0,11778.102925793526,49684.50034436067
68,0,47400.0,34625.59491945283,1215.0884606416637,Female,Offer2,East,2829,Brand3,Phone,Phone,Personalized_Email,0,11559.316619905509,46834.00891380438
66,0,48500.0,35668.46672842914,1186.6546311410734,Female,Offer3,North,2830,Brand2,Online,Online,Personalized_Email,0,11644.878640429784,49539.483131105895
20,4,21000.0,16102.705630498936,4863.526096220789,Male,Offer3,East,2831,Brand4,In_Person,Phone,Generic_App_Notification,0,33.768273280275935,19582.540084297543
19,4,20700.0,15874.079235199511,4754.353966611464,Male,Offer2,North,2832,Brand1,In_Person,Phone,Generic_App_Notification,0,71.56679818902467,19752.632191008757
21,4,21100.0,16255.70634446459,4788.658904528078,Male,Offer3,South,2833,Brand2,Online,Phone,Personalized_Email,0,55.63475100733194,21347.66649891855
67,4,48500.0,40032.979061528225,4783.026097562586,Female,Offer1,West,2834,Brand2,Online,In_Person,Personalized_Email,1,3683.994840909189,51254.983936237135
68,0,48300.0,35404.2444447348,1205.7345758529118,Female,Offer1,West,2835,Brand3,Phone,Online,Generic_App_Notification,0,11690.020979412286,41257.73255750187
66,0,48100.0,35282.548749684625,1258.3211073877037,Female,Offer3,North,2836,Brand3,Phone,Online,Generic_App_Notification,0,11559.130142927672,41557.06482621706
67,4,47800.0,39425.658869148414,4737.315112331513,Female,Offer1,West,2837,Brand1,Online,Phone,Personalized_Email,1,3637.026018520073,48063.7877052935
66,0,47400.0,34678.92941701723,1235.7251631528234,Female,Offer3,North,2838,Brand2,Online,Phone,Generic_App_Notification,0,11485.34541982994,50869.31631517687
67,0,48700.0,35806.63539389115,1089.153644758571,Female,Offer2,South,2839,Brand2,In_Person,In_Person,Generic_App_Notification,0,11804.210961350273,53475.099145516426
69,0,47300.0,34436.18931626862,1152.6690498004778,Female,Offer2,North,2840,Brand3,Online,Online,Generic_App_Notification,0,11711.141633930903,47211.736817341225
68,0,48500.0,35654.97438555878,1154.37808254123,Female,Offer3,North,2841,Brand2,Online,In_Person,Generic_App_Notification,0,11690.64753189999,53959.83640653984
67,4,48300.0,39977.60211389487,4715.2989477232495,Female,Offer1,West,2842,Brand2,In_Person,Online,Personalized_Email,1,3607.09893838188,46224.25788788017
20,4,21100.0,16125.129731896455,4885.720923598962,Male,Offer1,East,2843,Brand2,Online,In_Person,Generic_App_Notification,0,89.14934450458077,21559.74835133802
22,4,20900.0,16004.77459833022,4872.982754591906,Male,Offer1,North,2844,Brand3,Phone,Phone,Generic_App_Notification,0,22.242647077874608,21689.286149730466
21,4,21600.0,16721.522936513196,4870.032150314266,Male,Offer3,East,2845,Brand1,Phone,In_Person,Generic_App_Notification,0,8.444913172537781,22175.775599884146
21,4,21200.0,16286.759132427014,4840.249704227077,Male,Offer2,South,2846,Brand4,In_Person,Phone,Generic_App_Notification,0,72.99116334590872,20773.54856512463
68,0,48300.0,35374.302713539895,1212.1735809901809,Female,Offer3,North,2847,Brand1,Online,Online,Generic_App_Notification,0,11713.523705469925,50625.127544688505
68,0,48400.0,35387.913016498496,1133.128856848164,Female,Offer1,South,2848,Brand4,Phone,Online,Generic_App_Notification,0,11878.95812665334,53163.14643094921
20,4,21300.0,16381.534025867622,4824.140102111762,Male,Offer2,South,2849,Brand2,Phone,Phone,Generic_App_Notification,0,94.32587202061222,21443.14144013821
68,0,47800.0,34970.163915785655,1176.9079432566932,Female,Offer2,West,2850,Brand1,Phone,Online,Generic_App_Notification,0,11652.92814095765,49840.17810731436
66,0,48400.0,35540.37553410553,1200.0647853009973,Female,Offer2,West,2851,Brand4,Phone,In_Person,Generic_App_Notification,0,11659.559680593473,49338.34264664282
67,0,48700.0,35645.6801940738,1185.468894019881,Female,Offer1,North,2852,Brand3,Online,Phone,Generic_App_Notification,0,11868.850911906318,50046.94333990216
66,0,48800.0,35849.840964990464,1178.279044115409,Female,Offer1,West,2853,Brand3,Online,Online,Generic_App_Notification,0,11771.879990894127,49138.8692210247
21,4,22100.0,17197.453494222136,4843.164714720246,Male,Offer3,West,2854,Brand1,Online,In_Person,Generic_App_Notification,0,59.3817910576181,22090.688040920617
67,0,48300.0,35478.99829976861,1187.2374189512311,Female,Offer3,East,2855,Brand1,Online,In_Person,Personalized_Email,0,11633.76428128016,51164.50781373902
67,0,48100.0,35266.19818504973,1173.8354093328671,Female,Offer3,South,2856,Brand2,Phone,Online,Generic_App_Notification,0,11659.9664056174,47142.29248479243
68,0,48400.0,35559.85918734013,1205.8741562475293,Female,Offer3,North,2857,Brand1,In_Person,Online,Personalized_Email,0,11634.266656412346,50473.64919540273
67,0,48600.0,35741.18260384488,1173.3912517780082,Female,Offer1,West,2858,Brand2,In_Person,In_Person,Personalized_Email,0,11685.426144377114,43845.66394480307
19,4,20900.0,16096.370668475996,4748.0124088124,Male,Offer2,West,2859,Brand2,Phone,Phone,Generic_App_Notification,0,55.616922711603365,20257.786841921297
22,4,21000.0,16152.49799265941,4876.068232768669,Male,Offer2,North,2860,Brand3,Phone,Online,Generic_App_Notification,0,-28.566225428078724,21139.12844229461
19,4,21200.0,16480.0,4753.115615142624,Male,Offer3,East,2861,Brand3,In_Person,Online,Personalized_Email,0,-33.11561514262394,20050.97504391003
67,0,48000.0,35228.70856511487,1166.8886654209036,Female,Offer3,North,2862,Brand4,In_Person,Phone,Generic_App_Notification,0,11604.402769464225,44283.443496374915
22,4,21100.0,16190.949219276856,4825.895255847683,Male,Offer1,East,2863,Brand3,Phone,Phone,Generic_App_Notification,0,83.1555248754612,21980.676071943053
21,4,21000.0,16117.167899147697,4818.388973235294,Male,Offer1,North,2864,Brand3,Phone,Online,Generic_App_Notification,0,64.44312761701167,24006.689850831543
68,0,48000.0,35022.88123312049,1107.3379478893974,Female,Offer1,North,2865,Brand1,Online,Phone,Generic_App_Notification,0,11869.780818990112,48553.60409807145
21,4,21300.0,16403.612270623085,4863.442621822053,Male,Offer1,East,2866,Brand3,Online,In_Person,Generic_App_Notification,0,32.945107554861806,19792.745797532716
21,4,21000.0,16151.207477381517,4792.555886230317,Male,Offer2,South,2867,Brand4,In_Person,In_Person,Generic_App_Notification,0,56.236636388168336,21658.84988641924
67,0,48200.0,35424.59816827632,1199.1271450772776,Female,Offer3,North,2868,Brand1,Phone,In_Person,Personalized_Email,0,11576.274686646406,49760.6075412044
67,0,47900.0,35032.64039072922,1163.658474242067,Female,Offer1,East,2869,Brand4,In_Person,Online,Generic_App_Notification,0,11703.701135028714,52724.98905626057
66,0,48400.0,35636.108965691725,1180.2732624147989,Female,Offer3,East,2870,Brand3,Online,Phone,Generic_App_Notification,0,11583.617771893476,55645.47931383974
20,4,21300.0,16434.853602409767,4814.524192710953,Male,Offer3,West,2871,Brand4,Online,In_Person,Personalized_Email,1,50.622204879280616,21377.31105925091
67,0,47800.0,34996.49022748033,1191.8915018729326,Female,Offer3,East,2872,Brand1,In_Person,Phone,Personalized_Email,0,11611.618270646735,50053.2908712128
20,4,20900.0,16060.316981674372,4755.022767763185,Male,Offer2,East,2873,Brand2,Online,In_Person,Personalized_Email,0,84.66025056244325,21812.338203824467
69,0,47700.0,34833.35904426187,1256.7137104016874,Female,Offer1,South,2874,Brand4,Phone,Phone,Personalized_Email,0,11609.92724533644,55918.82041979468
67,0,48200.0,35422.57653532603,1197.3268943918622,Female,Offer3,East,2875,Brand4,In_Person,In_Person,Generic_App_Notification,0,11580.0965702821,44577.11254474395
21,4,20700.0,15777.375526817645,4924.485187817986,Male,Offer1,East,2876,Brand1,Phone,In_Person,Generic_App_Notification,0,-1.8607146356289377,19735.898328101648
20,4,21100.0,16260.118111096655,4854.510705256696,Male,Offer3,South,2877,Brand1,Phone,In_Person,Generic_App_Notification,0,-14.628816353349976,21141.616753297807
67,0,48400.0,35440.4815774577,1187.6293469608445,Female,Offer1,North,2878,Brand4,Online,In_Person,Generic_App_Notification,0,11771.889075581455,52784.9754226494
66,0,48100.0,35208.056791317,1140.0026587140037,Female,Offer2,South,2879,Brand3,Phone,In_Person,Generic_App_Notification,0,11751.940549968996,49437.63435998322
68,0,47900.0,35003.06079689604,1227.27598719065,Female,Offer1,North,2880,Brand4,In_Person,In_Person,Personalized_Email,1,11669.663215913311,41051.72770239297
67,0,48100.0,35222.73775792245,1201.9569739155302,Female,Offer1,West,2881,Brand1,Phone,In_Person,Personalized_Email,0,11675.30526816202,46389.59904919118
21,4,21600.0,16713.187282597224,4766.210389302407,Male,Offer3,South,2882,Brand2,Phone,In_Person,Generic_App_Notification,0,120.60232810036904,22308.719930060364
67,4,47900.0,39424.549391618944,4770.072790622784,Female,Offer1,West,2883,Brand2,Phone,In_Person,Personalized_Email,1,3705.377817758272,47351.363274162075
21,4,20800.0,15951.867605814276,4822.27632983168,Male,Offer2,North,2884,Brand3,Phone,Phone,Personalized_Email,0,25.85606435404225,21257.76171545834
66,0,21500.0,12583.26308832863,4742.732055933679,Male,Offer1,East,2885,Brand4,Phone,Phone,Personalized_Email,1,4174.004855737692,21424.025876729134
19,4,21500.0,16619.041503796463,4729.579884102313,Male,Offer3,West,2886,Brand2,Online,Online,Personalized_Email,0,151.37861210122355,20496.57175581385
68,4,47700.0,39270.466665684806,4798.303725486781,Female,Offer1,West,2887,Brand4,In_Person,In_Person,Personalized_Email,1,3631.229608828413,41910.68848973591
67,0,21100.0,12233.5853796924,4802.707928463769,Male,Offer1,East,2888,Brand1,Online,Phone,Generic_App_Notification,1,4063.7066918438304,22182.282481047372
