Chain,Previous_Interactions,Sales_Price,Purchase_Price,Sales_Expense,Gender,Offer_ID,Market,Customer_ID,Brand,Channel,Preferred_Channel,Offer_Incentive_Sent_Via,Conversion,Profit
20,4,21100.0,16288.856854094352,4814.242158829706,Male,Offer3,North,2089,Brand4,Online,In_Person,Personalized_Email,0,-3.0990129240581155
67,0,47900.0,35117.13704739674,1212.7400031611764,Female,Offer2,West,2090,Brand2,Phone,In_Person,Personalized_Email,0,11570.122949442084
68,0,48400.0,35405.12073350813,1217.2161545472604,Female,Offer1,South,2091,Brand1,In_Person,Phone,Personalized_Email,0,11777.663111944612
68,0,47700.0,34944.73682130696,1152.1840576078346,Female,Offer3,North,2092,Brand4,Phone,Phone,Generic_App_Notification,0,11603.079121085202
21,4,21000.0,16099.784868085277,4875.390722241118,Male,Offer2,South,2093,Brand1,Online,Phone,Generic_App_Notification,0,24.82440967360526
66,0,49200.0,36303.32001397259,1166.0590042914534,Female,Offer3,East,2094,Brand1,Online,In_Person,Generic_App_Notification,0,11730.620981735958
67,0,21200.0,12395.478701520797,4834.839619625781,Male,Offer1,South,2095,Brand3,In_Person,In_Person,Personalized_Email,1,3969.6816788534225
67,0,48000.0,35217.4177799738,1234.0084796146289,Female,Offer2,West,2096,Brand3,Online,In_Person,Personalized_Email,0,11548.573740411568
20,4,20900.0,15956.053681485051,4777.072810811199,Male,Offer1,East,2097,Brand1,In_Person,In_Person,Generic_App_Notification,0,166.87350770374815
68,0,21200.0,12352.156301595873,4785.019558615136,Male,Offer1,East,2098,Brand1,In_Person,Online,Generic_App_Notification,1,4062.824139788991
20,4,21700.0,16831.609258374017,4775.213336948367,Male,Offer3,North,2099,Brand1,In_Person,Online,Personalized_Email,0,93.1774046776154
66,0,48000.0,35120.89234400619,1261.3153360836773,Female,Offer1,North,2100,Brand3,In_Person,Phone,Generic_App_Notification,0,11617.792319910131
20,4,21600.0,16637.473660738466,4832.867987125072,Male,Offer2,West,2101,Brand3,In_Person,Phone,Generic_App_Notification,0,129.6583521364655
20,4,21300.0,16440.576528210713,4818.861903493935,Male,Offer2,East,2102,Brand2,Phone,In_Person,Personalized_Email,0,40.56156829535212
20,4,20700.0,15799.834006017603,4799.709794240664,Male,Offer1,South,2103,Brand2,In_Person,Online,Generic_App_Notification,0,100.45619974173042
21,4,21600.0,16678.733061150608,4771.8600309266785,Male,Offer2,North,2104,Brand1,Phone,Online,Generic_App_Notification,0,149.4069079227138
67,0,21600.0,12654.215828823471,4832.308088433001,Male,Offer1,East,2105,Brand4,Online,Phone,Personalized_Email,1,4113.4760827435275
68,4,47800.0,39275.90891018187,4709.383011598652,Female,Offer1,West,2106,Brand4,In_Person,Online,Personalized_Email,1,3814.70807821948
68,0,48100.0,35201.61548656453,1118.6749323042927,Female,Offer1,East,2107,Brand3,Online,Phone,Generic_App_Notification,0,11779.709581131176
67,0,48300.0,35356.586318452886,1137.68391682264,Female,Offer1,East,2108,Brand3,In_Person,In_Person,Generic_App_Notification,0,11805.729764724474
68,0,47900.0,35114.83798491784,1178.096881064596,Female,Offer3,East,2109,Brand3,Phone,In_Person,Personalized_Email,0,11607.065134017566
68,0,48100.0,35271.28982965486,1212.2193217688327,Female,Offer3,East,2110,Brand1,Phone,Phone,Personalized_Email,0,11616.490848576308
20,4,21200.0,16290.706642909608,4809.547708379167,Male,Offer1,South,2111,Brand4,Phone,In_Person,Personalized_Email,0,99.74564871122492
68,0,47700.0,34893.98698018741,1242.537831426812,Female,Offer3,South,2112,Brand2,Online,In_Person,Personalized_Email,1,11563.47518838578
20,4,21600.0,16695.1240241206,4740.188469700013,Male,Offer2,South,2113,Brand1,In_Person,Online,Generic_App_Notification,0,164.68750617938713
68,0,48000.0,34975.310978208894,1159.1198505299333,Female,Offer1,North,2114,Brand2,Online,Online,Generic_App_Notification,0,11865.569171261172
19,4,21100.0,16297.5209897774,4754.118662418208,Male,Offer3,East,2115,Brand2,Phone,Online,Personalized_Email,0,48.360347804391495
20,4,21200.0,16351.26911558644,4842.695888295111,Male,Offer3,West,2116,Brand1,Online,Online,Generic_App_Notification,0,6.034996118447452
68,0,47800.0,34939.88575505327,1170.8126368025555,Female,Offer1,North,2117,Brand2,Phone,Online,Generic_App_Notification,0,11689.301608144176
69,0,48100.0,35195.069212264905,1147.306632333626,Female,Offer2,South,2118,Brand4,Phone,Phone,Personalized_Email,0,11757.624155401469
67,0,48100.0,35396.97467970713,1221.860644812568,Female,Offer3,West,2119,Brand2,Phone,Phone,Generic_App_Notification,0,11481.164675480304
67,0,21700.0,12743.06923074413,4785.703432909061,Male,Offer1,South,2120,Brand4,In_Person,Online,Personalized_Email,1,4171.227336346809
20,4,21300.0,16421.17800494052,4887.352858976309,Male,Offer3,North,2121,Brand4,In_Person,In_Person,Generic_App_Notification,0,-8.53086391682973
67,0,48400.0,35444.01141935777,1157.013332855302,Female,Offer1,West,2122,Brand4,Phone,In_Person,Generic_App_Notification,0,11798.97524778693
67,0,48600.0,35703.260388571274,1193.8469686788656,Female,Offer3,South,2123,Brand3,Online,Phone,Generic_App_Notification,0,11702.89264274986
67,0,48400.0,35497.51608509,1144.1519976608026,Female,Offer3,North,2124,Brand2,Online,Phone,Generic_App_Notification,0,11758.331917249196
21,4,21100.0,16222.18641022782,4911.470237935369,Male,Offer3,East,2125,Brand1,In_Person,Phone,Generic_App_Notification,0,-33.65664816318895
67,4,48400.0,39977.779880657894,4857.1598079432915,Female,Offer1,West,2126,Brand1,Phone,In_Person,Personalized_Email,1,3565.0603113988145
21,4,22200.0,17348.645712536745,4784.719952923695,Male,Offer3,East,2127,Brand2,Online,Phone,Personalized_Email,0,66.63433453955986
67,0,48300.0,35339.74817934879,1184.1050856749418,Female,Offer1,North,2128,Brand3,Phone,In_Person,Generic_App_Notification,0,11776.146734976268
68,0,48600.0,35567.42385350246,1074.7716964075205,Female,Offer1,South,2129,Brand3,Online,Phone,Generic_App_Notification,0,11957.804450090016
67,4,48200.0,39808.82513209339,4758.788972501785,Female,Offer1,West,2130,Brand4,In_Person,In_Person,Personalized_Email,1,3632.385895404823
21,4,21300.0,16381.02758024693,4830.569441854677,Male,Offer2,East,2131,Brand2,Phone,Phone,Generic_App_Notification,0,88.40297789839678
67,0,48100.0,35237.6371755507,1209.4458409693332,Female,Offer2,North,2132,Brand2,Phone,Phone,Personalized_Email,0,11652.916983479969
68,0,21800.0,12777.488264936128,4752.197202531386,Male,Offer1,West,2133,Brand1,Online,In_Person,Generic_App_Notification,1,4270.314532532486
67,0,48400.0,35506.38477496528,1099.436231017497,Female,Offer1,West,2134,Brand2,Online,Phone,Generic_App_Notification,0,11794.178994017226
68,0,47200.0,34519.61667502146,1175.8564556399904,Female,Offer3,North,2135,Brand3,Online,Online,Personalized_Email,0,11504.526869338548
19,4,21000.0,16196.78606240778,4790.264698401528,Male,Offer3,North,2136,Brand2,Phone,In_Person,Personalized_Email,0,12.949239190691516
68,0,48300.0,35495.93855183153,1155.895533759926,Female,Offer3,South,2137,Brand1,In_Person,Phone,Generic_App_Notification,0,11648.165914408542
21,4,21300.0,16441.47653931137,4758.972869457613,Male,Offer3,East,2138,Brand4,In_Person,In_Person,Generic_App_Notification,0,99.55059123101636
21,4,20900.0,16048.922967180417,4716.873245473331,Male,Offer2,East,2139,Brand1,Online,Phone,Personalized_Email,0,134.20378734625228
20,4,21500.0,16682.1774212965,4693.212227712074,Male,Offer3,South,2140,Brand1,In_Person,Online,Personalized_Email,0,124.61035099142646
68,0,47700.0,34878.11643885548,1185.5810021619798,Female,Offer1,West,2141,Brand4,Online,Phone,Personalized_Email,0,11636.302558982536
67,0,48500.0,35624.07362325025,1157.4533833724015,Female,Offer2,East,2142,Brand1,In_Person,Phone,Generic_App_Notification,0,11718.472993377343
21,4,21400.0,16521.73615989945,4839.254573016981,Male,Offer3,West,2143,Brand1,Phone,Online,Generic_App_Notification,0,39.009267083568375
20,4,21500.0,16600.491782638197,4842.670729770332,Male,Offer3,North,2144,Brand2,Online,In_Person,Generic_App_Notification,0,56.83748759147056
68,0,48200.0,35282.73675251162,1187.6451385411071,Female,Offer2,North,2145,Brand2,In_Person,Phone,Generic_App_Notification,0,11729.618108947272
68,0,47800.0,35033.949435560775,1200.4891886758926,Female,Offer3,North,2146,Brand4,Phone,Phone,Personalized_Email,1,11565.561375763333
21,4,21300.0,16353.598708553174,4914.3681550634665,Male,Offer1,West,2147,Brand2,In_Person,Online,Generic_App_Notification,0,32.033136383359306
20,4,20700.0,15814.608227032502,4702.315463947201,Male,Offer1,North,2148,Brand2,Phone,In_Person,Generic_App_Notification,0,183.07630902029632
66,0,48400.0,35456.11816269696,1152.7957138704992,Female,Offer1,West,2149,Brand1,Phone,In_Person,Generic_App_Notification,0,11791.086123432546
20,4,20900.0,15995.56464551884,4777.091517332134,Male,Offer1,East,2150,Brand3,In_Person,Online,Generic_App_Notification,0,127.34383714902653
67,0,47900.0,35155.80133237517,1240.74383137257,Female,Offer3,South,2151,Brand2,In_Person,Online,Generic_App_Notification,0,11503.454836252256
67,0,48500.0,35634.08077697176,1125.6798602435597,Female,Offer3,North,2152,Brand3,Phone,Phone,Generic_App_Notification,0,11740.239362784683
20,4,21400.0,16568.279324335366,4771.14224987068,Male,Offer3,West,2153,Brand2,Phone,Online,Generic_App_Notification,0,60.57842579395401
67,0,48200.0,35376.66852003,1146.184351559084,Female,Offer3,South,2154,Brand2,Phone,Online,Generic_App_Notification,0,11677.147128410918
20,4,21500.0,16623.20571428393,4726.005878303316,Male,Offer3,North,2155,Brand4,Online,Online,Personalized_Email,0,150.7884074127578
68,0,47500.0,34798.41481447504,1199.8308478127788,Female,Offer3,West,2156,Brand4,Phone,In_Person,Personalized_Email,1,11501.754337712186
68,0,48200.0,35271.5910335422,1168.1719807876846,Female,Offer1,East,2157,Brand4,Online,Online,Personalized_Email,0,11760.236985670112
68,0,47600.0,34908.50661056163,1216.189736515846,Female,Offer3,West,2158,Brand3,Phone,Phone,Personalized_Email,1,11475.303652922526
67,0,48100.0,35258.20604300267,1181.84122549416,Female,Offer2,West,2159,Brand1,Online,Phone,Generic_App_Notification,0,11659.952731503165
68,0,48100.0,35326.106611833995,1184.447774897326,Female,Offer3,South,2160,Brand2,Phone,Phone,Personalized_Email,0,11589.44561326868
20,4,20800.0,15957.07188833288,4794.272695233281,Male,Offer1,East,2161,Brand2,Phone,Online,Generic_App_Notification,0,48.65541643383767
21,4,21900.0,16984.90082801053,4819.739673400085,Male,Offer3,West,2162,Brand2,Phone,In_Person,Generic_App_Notification,0,95.35949858938513
67,0,48100.0,35292.871959904915,1193.8776723941585,Female,Offer3,West,2163,Brand3,In_Person,Online,Generic_App_Notification,0,11613.250367700926
22,4,21100.0,16137.92257510839,4735.251421207976,Male,Offer1,North,2164,Brand4,In_Person,Online,Generic_App_Notification,0,226.82600368363364
68,0,48200.0,35337.93117238143,1142.161604925677,Female,Offer2,West,2165,Brand1,Phone,Phone,Personalized_Email,1,11719.907222692893
21,4,21100.0,16235.799356500189,4824.501987545062,Male,Offer3,East,2166,Brand3,Online,Online,Generic_App_Notification,0,39.69865595474948
21,4,21400.0,16516.929148459774,4806.524233286629,Male,Offer2,East,2167,Brand4,Online,In_Person,Generic_App_Notification,0,76.54661825359653
20,4,21100.0,16188.484289955331,4842.780836028085,Male,Offer1,West,2168,Brand3,Phone,Phone,Personalized_Email,0,68.73487401658167
67,0,49200.0,36219.58637751742,1087.2775393888842,Female,Offer2,West,2169,Brand1,In_Person,In_Person,Generic_App_Notification,0,11893.136083093694
22,4,20800.0,15966.501260122412,4867.632908604043,Male,Offer1,South,2170,Brand4,Online,In_Person,Generic_App_Notification,0,-34.134168726454845
20,4,21500.0,16568.420667911927,4851.413281581114,Male,Offer2,West,2171,Brand3,In_Person,In_Person,Generic_App_Notification,0,80.16605050695898
67,0,48300.0,35336.01973328397,1190.0821476604842,Female,Offer1,North,2172,Brand1,Online,Online,Personalized_Email,0,11773.89811905555
68,0,47800.0,34929.073743806555,1148.780990572418,Female,Offer3,South,2173,Brand2,Phone,Online,Generic_App_Notification,0,11722.145265621028
20,4,21200.0,16312.205076953866,4808.61735836491,Male,Offer3,West,2174,Brand1,In_Person,Online,Generic_App_Notification,0,79.1775646812248
20,4,21300.0,16332.050346070278,4789.225109373647,Male,Offer1,West,2175,Brand2,Online,Online,Generic_App_Notification,0,178.72454455607112
21,4,21700.0,16793.639967471467,4872.904072389141,Male,Offer3,West,2176,Brand3,Phone,Phone,Generic_App_Notification,0,33.45596013939212
68,0,47900.0,35180.155006945395,1277.472916139356,Female,Offer3,South,2177,Brand4,Phone,Online,Personalized_Email,0,11442.37207691525
68,0,47500.0,34684.19354934335,1078.4472303743405,Female,Offer1,West,2178,Brand4,Phone,Phone,Personalized_Email,0,11737.359220282313
67,0,47900.0,35075.15555083155,1209.014876993776,Female,Offer3,South,2179,Brand3,In_Person,In_Person,Personalized_Email,1,11615.829572174673
20,4,20800.0,15900.926321302211,4860.465442852403,Male,Offer2,South,2180,Brand4,In_Person,Phone,Generic_App_Notification,0,38.608235845384115
21,4,21400.0,16545.6400206326,4819.696561635848,Male,Offer3,North,2181,Brand4,Phone,Online,Generic_App_Notification,0,34.66341773155182
21,4,21200.0,16370.92938535512,4851.515395908136,Male,Offer3,North,2182,Brand2,In_Person,Phone,Generic_App_Notification,0,-22.444781263257028
20,4,21400.0,16551.29826174078,4780.335928587323,Male,Offer3,North,2183,Brand3,Online,Online,Personalized_Email,0,68.3658096718973
20,4,21700.0,16856.64726593458,4782.902479192851,Male,Offer3,West,2184,Brand1,Phone,Online,Personalized_Email,1,60.4502548725668
20,4,21200.0,16333.899594102695,4826.04439133306,Male,Offer3,South,2185,Brand2,Phone,Phone,Generic_App_Notification,0,40.05601456424483
68,0,48000.0,35108.40946613563,1196.9245002853113,Female,Offer2,North,2186,Brand3,In_Person,Phone,Generic_App_Notification,0,11694.66603357906
20,4,21000.0,16132.186003813273,4761.465254717505,Male,Offer1,West,2187,Brand2,Phone,In_Person,Personalized_Email,0,106.34874146922266
20,4,21500.0,16601.23128954586,4795.729725155698,Male,Offer3,East,2188,Brand1,Online,In_Person,Generic_App_Notification,0,103.03898529844172
21,4,21500.0,16590.914335922724,4807.312642434513,Male,Offer3,North,2189,Brand1,In_Person,In_Person,Generic_App_Notification,0,101.77302164276352
67,0,48500.0,35607.02471107697,1174.115351244673,Female,Offer1,East,2190,Brand3,In_Person,In_Person,Generic_App_Notification,0,11718.859937678357
68,0,48200.0,35371.49327780257,1164.3315924312055,Female,Offer2,West,2191,Brand1,Phone,In_Person,Personalized_Email,0,11664.175129766229
21,4,22100.0,17271.182741769146,4787.79178803375,Male,Offer3,East,2192,Brand2,Phone,Phone,Personalized_Email,0,41.02547019710437
68,0,48300.0,35361.73599420932,1164.370773967118,Female,Offer3,North,2193,Brand1,Phone,In_Person,Generic_App_Notification,0,11773.893231823564
67,0,47700.0,34921.74456659412,1229.1859151196518,Female,Offer3,East,2194,Brand2,In_Person,Phone,Personalized_Email,0,11549.06951828623
20,4,20800.0,15972.540370542836,4826.085607138704,Male,Offer2,South,2195,Brand2,Phone,In_Person,Personalized_Email,0,1.374022318459538
21,4,21600.0,16684.201392631123,4856.496845765496,Male,Offer3,South,2196,Brand1,Online,Online,Generic_App_Notification,0,59.30176160338124
67,0,47900.0,35134.964023739805,1224.037067514973,Female,Offer3,East,2197,Brand3,Phone,In_Person,Generic_App_Notification,0,11540.99890874522
20,4,20900.0,15996.23338248405,4903.027086084388,Male,Offer1,West,2198,Brand4,Phone,Online,Generic_App_Notification,0,0.7395314315617725
21,4,20900.0,15984.251288808184,4791.0426091484715,Male,Offer1,South,2199,Brand1,In_Person,Phone,Generic_App_Notification,0,124.7061020433448
67,4,48500.0,40163.69563190765,4799.671691586442,Female,Offer1,West,2200,Brand2,Phone,In_Person,Personalized_Email,1,3536.6326765059093
67,0,47900.0,35023.04753576784,1131.0390088129534,Female,Offer2,East,2201,Brand2,In_Person,Phone,Generic_App_Notification,0,11745.91345541921
67,0,48700.0,35623.237514205546,1117.1176243684286,Female,Offer1,North,2202,Brand1,Phone,In_Person,Personalized_Email,0,11959.644861426026
20,4,21500.0,16640.248343372416,4751.488674918489,Male,Offer3,South,2203,Brand3,Online,Phone,Generic_App_Notification,0,108.26298170909558
68,0,48100.0,35210.35976331669,1210.6124817975913,Female,Offer3,South,2204,Brand3,Online,In_Person,Personalized_Email,0,11679.027754885725
20,4,21200.0,16392.586260805372,4728.642758177881,Male,Offer3,North,2205,Brand2,In_Person,In_Person,Generic_App_Notification,0,78.7709810167471
67,0,48000.0,35211.91050023501,1186.671863268709,Female,Offer3,West,2206,Brand2,In_Person,Online,Personalized_Email,0,11601.417636496286
20,4,21600.0,16645.53768320083,4779.9423649334385,Male,Offer2,North,2207,Brand3,Phone,Phone,Generic_App_Notification,0,174.51995186573183
67,0,47700.0,34936.657510884485,1214.714523676279,Female,Offer3,North,2208,Brand4,Phone,Phone,Generic_App_Notification,0,11548.627965439237
69,0,48500.0,35526.78688673907,1127.169424235682,Female,Offer2,South,2209,Brand1,Online,Phone,Generic_App_Notification,0,11846.043689025246
20,4,21500.0,16625.277213926212,4767.547881553547,Male,Offer3,West,2210,Brand2,Phone,Phone,Generic_App_Notification,0,107.17490452024047
68,0,48600.0,35582.51555310023,1123.9174645175808,Female,Offer2,North,2211,Brand2,Online,Phone,Generic_App_Notification,0,11893.566982382188
21,4,21200.0,16310.397502459786,4879.7804360854025,Male,Offer2,East,2212,Brand3,In_Person,Online,Personalized_Email,0,9.822061454815412
66,0,48600.0,35719.57490650462,1069.2761488083477,Female,Offer3,North,2213,Brand1,Phone,In_Person,Personalized_Email,0,11811.148944687036
69,0,21400.0,12399.78791493528,4778.105806252175,Male,Offer1,West,2214,Brand3,In_Person,Online,Generic_App_Notification,1,4222.106278812544
20,4,21900.0,17010.804685760337,4826.178298708221,Male,Offer3,East,2215,Brand1,Phone,Phone,Generic_App_Notification,0,63.01701553144267
68,0,48400.0,35507.24005236445,1186.1309743036031,Female,Offer2,North,2216,Brand1,Online,Phone,Generic_App_Notification,0,11706.62897333195
20,4,20700.0,15832.80920365337,4853.7392145089825,Male,Offer1,North,2217,Brand1,In_Person,In_Person,Generic_App_Notification,0,13.4515818376467
67,0,48700.0,35770.2072844597,1133.0612345274642,Female,Offer2,South,2218,Brand2,In_Person,Online,Generic_App_Notification,0,11796.731481012836
21,4,20800.0,15847.83652070185,4912.134983762286,Male,Offer1,East,2219,Brand4,Phone,In_Person,Generic_App_Notification,0,40.02849553586384
21,4,21600.0,16710.16547358612,4761.344515926821,Male,Offer3,East,2220,Brand3,In_Person,In_Person,Personalized_Email,0,128.4900104870594
21,4,21700.0,16852.899807571273,4785.771828635054,Male,Offer3,North,2221,Brand4,Online,Online,Personalized_Email,0,61.32836379367291
67,0,48200.0,35460.71796158749,1163.917976523097,Female,Offer3,West,2222,Brand3,In_Person,In_Person,Personalized_Email,1,11575.364061889411
67,0,48100.0,35244.432273204686,1142.0772279590683,Female,Offer1,West,2223,Brand1,In_Person,Online,Personalized_Email,0,11713.490498836243
20,4,21400.0,16483.448494158816,4771.205864507045,Male,Offer2,East,2224,Brand2,Phone,Online,Generic_App_Notification,0,145.34564133413917
66,0,49100.0,36275.12951548536,1165.8726532280127,Female,Offer3,West,2225,Brand4,In_Person,Phone,Generic_App_Notification,0,11658.99783128663
19,4,21400.0,16532.776996132212,4845.00686320074,Male,Offer3,East,2226,Brand2,Phone,In_Person,Generic_App_Notification,0,22.21614066704842
67,4,48000.0,39623.326200271265,4770.529302525777,Female,Offer1,West,2227,Brand3,Phone,Phone,Personalized_Email,1,3606.1444972029576
67,0,47900.0,35164.797746922115,1202.2932570232044,Female,Offer3,South,2228,Brand2,In_Person,In_Person,Generic_App_Notification,0,11532.90899605468
68,0,20400.0,11756.011095414373,4783.822572953222,Male,Offer1,West,2229,Brand2,Online,In_Person,Generic_App_Notification,1,3860.1663316324066
67,0,47600.0,34845.03710216026,1243.2265714781597,Female,Offer1,East,2230,Brand4,Phone,Phone,Personalized_Email,0,11511.736326361575
67,0,47900.0,35166.380582514474,1194.546445022329,Female,Offer3,West,2231,Brand1,In_Person,Phone,Generic_App_Notification,0,11539.072972463196
67,4,47800.0,39348.35674360186,4847.521975547821,Female,Offer1,West,2232,Brand2,Phone,Phone,Generic_App_Notification,1,3604.1212808503224
20,4,21500.0,16642.686442214956,4814.95254406471,Male,Offer3,South,2233,Brand1,Online,Online,Personalized_Email,0,42.361013720334086
22,4,21700.0,16719.360852788705,4820.002808731866,Male,Offer2,North,2234,Brand3,Online,In_Person,Generic_App_Notification,0,160.63633847942947
21,4,20900.0,15957.782124163488,4794.459871033356,Male,Offer1,North,2235,Brand2,Phone,Online,Generic_App_Notification,0,147.75800480315593
68,0,48200.0,35280.85967031439,1201.4434199596042,Female,Offer2,North,2236,Brand4,Online,In_Person,Generic_App_Notification,0,11717.696909726004
20,4,21000.0,16159.161810318396,4784.574450802978,Male,Offer1,South,2237,Brand3,In_Person,In_Person,Personalized_Email,1,56.26373887862428
68,0,48400.0,35500.07126411394,1115.380638566805,Female,Offer3,North,2238,Brand3,In_Person,Online,Generic_App_Notification,0,11784.548097319255
68,0,21800.0,12764.1524433029,4852.986279113003,Male,Offer1,North,2239,Brand4,Phone,Online,Generic_App_Notification,1,4182.861277584097
20,4,21500.0,16570.73399013718,4753.514603489177,Male,Offer2,East,2240,Brand2,Online,In_Person,Generic_App_Notification,0,175.75140637364166
67,0,48100.0,35208.12387955219,1123.2318276119188,Female,Offer2,South,2241,Brand2,In_Person,Phone,Generic_App_Notification,0,11768.644292835888
67,0,48800.0,35833.65543351737,1219.581081254847,Female,Offer2,East,2242,Brand3,In_Person,Phone,Personalized_Email,0,11746.76348522778
67,0,48400.0,35491.0395951887,1118.7387667742937,Female,Offer2,East,2243,Brand2,In_Person,Phone,Generic_App_Notification,0,11790.22163803701
20,4,21100.0,16231.938347268228,4749.137615241289,Male,Offer2,North,2244,Brand1,Phone,Phone,Generic_App_Notification,0,118.9240374904839
67,0,48500.0,35611.59951551702,1214.2517497844367,Female,Offer2,South,2245,Brand4,Phone,In_Person,Generic_App_Notification,0,11674.148734698549
19,4,20700.0,15890.25697878185,4810.154473646666,Male,Offer2,West,2246,Brand1,In_Person,Phone,Generic_App_Notification,0,-0.4114524285159859
20,4,20800.0,15910.238104067965,4786.4688776112525,Male,Offer1,West,2247,Brand2,In_Person,Phone,Personalized_Email,0,103.29301832078272
67,0,48200.0,35318.92216444759,1190.9738756998777,Female,Offer1,West,2248,Brand3,Online,Phone,Generic_App_Notification,0,11690.103959852531
19,4,20600.0,15786.26985999255,4773.238559337662,Male,Offer2,West,2249,Brand4,Online,In_Person,Generic_App_Notification,0,40.49158066978816
68,0,48300.0,35434.67527679113,1177.4546933402712,Female,Offer3,East,2250,Brand2,Online,Online,Personalized_Email,0,11687.870029868598
20,4,21200.0,16329.128368089649,4757.973234456521,Male,Offer2,East,2251,Brand2,Phone,Phone,Generic_App_Notification,0,112.89839745383053
68,4,48500.0,39945.82690802254,4801.171030130922,Female,Offer1,West,2252,Brand3,In_Person,In_Person,Personalized_Email,1,3753.0020618465414
21,4,21500.0,16588.02120766484,4857.202676999923,Male,Offer2,East,2253,Brand3,Phone,In_Person,Generic_App_Notification,0,54.77611533523486
66,4,48000.0,39688.349099787,4759.962498475271,Female,Offer1,West,2254,Brand1,In_Person,Phone,Personalized_Email,1,3551.688401737726
68,0,48000.0,35104.84319573379,1166.052395310977,Female,Offer1,East,2255,Brand4,Online,Online,Generic_App_Notification,0,11729.104408955234
68,0,48300.0,35421.25531451188,1155.3819231300613,Female,Offer3,North,2256,Brand4,Online,Online,Generic_App_Notification,0,11723.362762358058
68,0,47800.0,35005.92536749738,1121.336096530359,Female,Offer2,South,2257,Brand3,Online,Online,Generic_App_Notification,0,11672.73853597226
68,0,48200.0,35278.9046659931,1173.9738346706729,Female,Offer1,West,2258,Brand1,Online,In_Person,Generic_App_Notification,0,11747.12149933623
21,4,21400.0,16516.145602545475,4850.446434580954,Male,Offer3,North,2259,Brand4,In_Person,Phone,Generic_App_Notification,0,33.407962873570796
20,4,21200.0,16330.614005003075,4732.32961303473,Male,Offer2,East,2260,Brand3,Online,Phone,Personalized_Email,1,137.05638196219297
66,0,48700.0,35796.578529047576,1153.210886081887,Female,Offer2,South,2261,Brand2,In_Person,In_Person,Generic_App_Notification,0,11750.210584870536
21,4,21100.0,16217.924176666991,4767.235764175529,Male,Offer1,South,2262,Brand4,In_Person,Phone,Generic_App_Notification,0,114.84005915748004
68,0,48000.0,35193.09952602624,1233.2186755299172,Female,Offer3,South,2263,Brand1,Phone,Phone,Generic_App_Notification,0,11573.68179844384
67,0,48200.0,35397.05451190653,1179.937248570439,Female,Offer3,South,2264,Brand1,Online,Online,Personalized_Email,0,11623.008239523033
67,0,48500.0,35606.07491659126,1192.3035933608148,Female,Offer1,West,2265,Brand1,Online,Phone,Generic_App_Notification,0,11701.621490047928
20,4,21800.0,16965.84250843083,4782.1158324796,Male,Offer3,West,2266,Brand2,Phone,Phone,Personalized_Email,0,52.04165908957111
68,0,47400.0,34623.20209582463,1156.5351109446178,Female,Offer2,East,2267,Brand4,In_Person,In_Person,Generic_App_Notification,0,11620.262793230751
67,0,48100.0,35172.2974130311,1078.4995900050471,Female,Offer1,East,2268,Brand4,Online,In_Person,Generic_App_Notification,0,11849.202996963855
68,0,48400.0,35478.84509471071,1173.9824041193788,Female,Offer2,North,2269,Brand2,In_Person,Online,Generic_App_Notification,0,11747.172501169907
68,4,47500.0,39067.902411980605,4780.398003583965,Female,Offer1,West,2270,Brand4,Phone,In_Person,Personalized_Email,1,3651.6995844354296
67,0,48300.0,35421.0907337937,1136.458246497583,Female,Offer1,East,2271,Brand2,In_Person,Online,Personalized_Email,0,11742.451019708717
66,0,48100.0,35294.30301104307,1267.275225131144,Female,Offer2,East,2272,Brand2,Online,Online,Generic_App_Notification,0,11538.421763825789
22,4,21500.0,16603.316618452387,4809.186303777462,Male,Offer3,East,2273,Brand2,In_Person,Phone,Generic_App_Notification,0,87.49707777015101
67,0,48500.0,35614.92085499311,1146.0023826585111,Female,Offer1,East,2274,Brand1,In_Person,Online,Generic_App_Notification,0,11739.076762348375
19,4,21600.0,16771.19219288392,4730.68587673399,Male,Offer3,South,2275,Brand4,Online,Phone,Personalized_Email,0,98.12193038208808
69,0,48000.0,35204.8242659563,1187.0377937623502,Female,Offer3,South,2276,Brand2,Online,Online,Personalized_Email,0,11608.137940281353
20,4,21100.0,16232.332824370627,4734.769812383431,Male,Offer2,East,2277,Brand4,In_Person,In_Person,Personalized_Email,1,132.89736324594196
67,4,48500.0,40002.52520941085,4791.432819670618,Female,Offer1,West,2278,Brand1,In_Person,In_Person,Personalized_Email,1,3706.041970918531
67,0,48400.0,35566.93346444817,1180.9270318274844,Female,Offer3,North,2279,Brand2,Phone,In_Person,Personalized_Email,0,11652.139503724344
68,0,20500.0,11810.556119781051,4785.809573111608,Male,Offer1,North,2280,Brand3,Online,Online,Generic_App_Notification,1,3903.634307107339
20,4,20800.0,15940.805193081818,4773.682632460491,Male,Offer1,East,2281,Brand1,In_Person,Online,Generic_App_Notification,0,85.51217445769089
20,4,20600.0,15717.693231340178,4862.253935590752,Male,Offer1,West,2282,Brand3,Online,Phone,Generic_App_Notification,0,20.0528330690704
66,0,48900.0,36085.360521410155,1173.1619719522953,Female,Offer3,East,2283,Brand4,Phone,Phone,Generic_App_Notification,0,11641.47750663755
67,0,48600.0,35619.31231322339,1120.643467624427,Female,Offer2,North,2284,Brand4,In_Person,Phone,Personalized_Email,0,11860.044219152183
